tau_m,root_1,root_2,root_3,root_4,root_5,root_6
0.1,1.732050807568877,-1.732050807568877,,,,
0.2,1.7320508075688772,-1.732050807568877,,,,
0.3,0.041522511869169665,0.14555806097905039,1.7320508075688772,-1.7320508075688772,-0.14555806097905047,-0.04152251186916897
0.4,0.2016171690622466,1.732050807568877,-1.732050807568877,-0.20161716906224658,,
0.5,0.24789499539854956,1.7320508075688767,-1.732050807568877,-0.24789499539854945,,
0.6,0.29412570570800145,1.7320508075688772,-1.7320508075688772,-0.2941257057080014,,
0.7,0.3410176948939715,1.7320508075689574,-1.7320508075689574,-0.3410176948939714,,
0.7999999999999999,0.3882210310124136,1.7320508077257177,-1.7320508077257177,-0.3882210310124139,,
0.8999999999999999,0.43555213940005466,1.7320507000381462,-1.7320507000381458,-0.4355521394000546,,
0.9999999999999999,0.48291580780484267,1.7320138202684678,-1.7320138202684676,-0.48291580780484267,,
1.0999999999999999,0.5302709044431246,1.7318203381165658,-1.7318203381165658,-0.5302709044431246,,
1.2,0.5779180572069849,1.7313466562538116,-1.7313466562538113,-0.5779180572069844,,
1.3,0.62566178484358,1.730395653983945,-1.730395653983945,-0.6256617848435798,,
1.4,0.6733250106179179,1.728731555415844,-1.7287315554158438,-0.673325010617918,,
1.5,0.7209393077823539,1.7260919939656065,-1.7260919939656065,-0.7209393077823548,,
1.5999999999999999,0.7684395808737371,1.7222002602997892,-1.7222002602997897,-0.768439580873738,,
1.7,0.8157919653300234,1.7167710741235318,-1.7167710741235318,-0.8157919653300245,,
1.8,0.8629847057021104,1.7095830011423758,-1.7095830011423756,-0.8629847057021086,,
1.9,0.9100161004411361,1.7003686077357796,-1.7003686077357791,-0.9100161004411367,,
2.0,0.9568924485557128,1.6888589855278875,-1.6888589855278873,-0.956892448555714,,
2.0999999999999996,1.0036174050409943,1.67489607702531,-1.6748960770253103,-1.0036174050409947,,
2.1999999999999997,1.0502046966715428,1.6581838612567728,-1.6581838612567728,-1.0502046966715448,,
2.3,1.0966466186673653,1.6385281557602545,-1.6385281557602542,-1.0966466186673651,,
2.4,1.1428957847274288,1.6157110265484438,-1.6157110265484438,-1.1428957847274286,,
2.5,1.1889251659081534,1.589431575108739,-1.589431575108739,-1.1889251659081546,,
2.6,1.2347526920679852,1.5594001574051986,-1.5594001574051988,-1.2347526920679872,,
2.6999999999999997,1.2804019090187468,1.5255279103559372,-1.525527910355937,-1.2804019090187422,,
2.8,1.3258820704547167,1.4869444824917228,-1.486944482491723,-1.3258820704547147,,
2.9,1.371190426795863,1.4436888289002823,-1.443688828900282,-1.371190426795865,,
3.0,1.3955396167757057,1.4163211120808379,-1.4163211120808472,-1.3955396167757061,,
3.0999999999999996,1.3404430922710129,1.4612682455658659,-1.4612682455658672,-1.340443092271013,,
3.1999999999999997,1.2791001068252696,1.5060281749257376,-1.5060281749257367,-1.2791001068252688,,
3.3,1.210660605750973,1.5505971161157672,-1.5505971161157701,-1.2106606057509723,,
3.4,1.1308769392718683,1.5949697755143948,-1.5949697755143974,-1.1308769392718685,,
3.5,1.0410131773158524,1.6391407981794048,-1.639140798179402,-1.0410131773158526,,
3.5999999999999996,0.936533911434617,1.6831049504925994,-1.6831049504925935,-0.9365339114346167,,
3.6999999999999997,0.8101475455123484,1.7268574847276055,-1.7268574847276015,-0.8101475455123471,,
3.8,0.6430759206729035,1.770394786797291,-1.77039478679729,-0.6430759206729018,,
3.9,0.4134904576366366,1.8137129396216294,-1.813712939621634,-0.41349045763663694,,
3.9999999999999996,1.8568079798275559,-1.8568079798275599,,,,
4.1,1.8996759321981977,-1.8996759321981995,,,,
4.199999999999999,1.9423126198021996,-1.942312619802202,,,,
4.299999999999999,1.9847134335665315,-1.9847134335665395,,,,
4.3999999999999995,2.026873726346279,-2.0268737263462775,,,,
4.499999999999999,2.0687914169008756,-2.0687914169008748,,,,
4.6,2.1104676327582417,-2.1104676327582355,,,,
4.699999999999999,2.151904134008354,-2.151904134008353,,,,
4.799999999999999,2.193103172533438,-2.1931031725334362,,,,
4.8999999999999995,2.2340674619343304,-2.234067461934326,,,,
4.999999999999999,2.274800144526652,-2.2748001445266555,,,,
5.1,2.3153047770018245,-2.315304777001831,,,,
5.199999999999999,2.3555801057043633,-2.3555801057043597,,,,
5.299999999999999,2.3956088858870346,-2.3956088858870306,,,,
5.3999999999999995,2.4353694464246733,-2.4353694464246822,,,,
5.499999999999999,2.474837690473412,-2.474837690473409,,,,
5.599999999999999,2.5139862546411105,-2.5139862546411105,,,,
5.699999999999999,2.552783510066339,-2.5527835100663525,,,,
5.799999999999999,2.5911922747342007,-2.591192274734203,,,,
5.8999999999999995,2.629169316784305,-2.6291693167842998,,,,
5.999999999999999,2.6666853825222883,-2.666685382522274,,,,
6.099999999999999,2.7037260821060958,-2.7037260821060958,,,,
6.199999999999999,2.7402784620519296,-2.7402784620519247,,,,
6.299999999999999,2.7763310687678646,-2.776331068767866,,,,
6.3999999999999995,2.8118744431591676,-2.8118744431591507,,,,
6.499999999999999,2.8469045983849606,-2.8469045983849592,,,,
6.599999999999999,2.881430689195765,-2.8814306891957657,,,,
6.699999999999999,2.915471850393983,-2.9154718503939807,,,,
6.799999999999999,2.9490549080857646,-2.949054908085767,,,,
6.8999999999999995,2.9822137071462542,-2.982213707146266,,,,
6.999999999999999,3.0149876795646975,-3.0149876795647024,,,,
7.099999999999999,3.0474104961243187,-3.0474104961243023,,,,
7.199999999999999,3.079506121071329,-3.079506121071318,,,,
7.299999999999999,3.111271666785844,-3.111271666785847,,,,
7.3999999999999995,3.142694854515572,-3.142694854515577,,,,
7.499999999999999,3.173762342434435,-3.1737623424344497,,,,
7.599999999999999,3.204458057904606,-3.204458057904623,,,,
7.699999999999999,3.2347639278702025,-3.234763927870207,,,,
7.799999999999999,3.2646647838487435,-3.264664783848756,,,,
7.899999999999999,3.294153614867687,-3.2941536148676946,,,,
7.999999999999999,3.323224892268457,-3.3232248922684664,,,,
8.1,3.351874698445164,-3.351874698445179,,,,
8.2,3.380106948581523,-3.380106948581527,,,,
8.299999999999999,3.4079369311987593,-3.407936931198726,,,,
8.399999999999999,3.435382848080365,-3.4353828480803386,,,,
8.499999999999998,3.462451196570296,-3.462451196570266,,,,
8.6,3.4891423494920493,-3.489142349492051,,,,
8.7,3.51545396377557,-3.51545396377557,,,,
8.799999999999999,3.541380276516661,-3.541380276516668,,,,
8.899999999999999,3.566878200064292,-3.5668782000642714,,,,
8.999999999999998,3.591863743099188,-3.5918637430991596,,,,
9.1,3.6162457309058427,-3.616245730905865,,,,
9.2,3.639944637060974,-3.639944637060938,,,,
9.299999999999999,3.662868091312007,-3.662868091312007,,,,
9.399999999999999,3.6849550294481097,-3.6849550294481297,,,,
9.499999999999998,3.706484485775976,-3.7064844857759387,,,,
9.6,3.727909218793598,-3.7279092187936116,,,,
9.7,3.749621108450494,-3.7496211084505306,,,,
9.799999999999999,3.771879399644045,-3.7718793996440416,,,,
9.899999999999999,3.794799835607724,-3.794799835607711,,,,
9.999999999999998,3.818216448803863,-3.8182164488038537,,,,
10.1,3.841873568717232,-3.841873568717221,,,,
10.2,3.8655810162948643,-3.8655810162948656,,,,
10.299999999999999,3.8891888306449465,-3.8891888306449545,,,,
10.399999999999999,3.912563552957901,-3.912563552957907,,,,
10.499999999999998,3.9356052639367642,-3.9356052639367647,,,,
10.6,3.9582783480446233,-3.958278348044624,,,,
10.7,3.980659528010848,-3.980659528010854,,,,
10.799999999999999,4.002850356151436,-4.002850356151433,,,,
10.899999999999999,4.0249428726222805,-4.024942872622288,,,,
10.999999999999998,4.047006123118187,-4.047006123118186,,,,
11.099999999999998,4.068952726683147,-4.068952726683145,,,,
11.2,4.0905861333987845,-4.09058613339878,,,,
11.299999999999999,4.111662285505012,-4.111662285505003,,,,
11.399999999999999,4.1318565021985885,-4.131856502198553,,,,
11.499999999999998,4.150705089163455,-4.150705089163481,,,,
11.599999999999998,4.167539657710832,-4.167539657710854,,,,
11.7,4.182022523136218,-4.182022523136158,,,,
11.799999999999999,4.19436086979664,-4.194360869796635,,,,
11.899999999999999,4.205385219762216,-4.205385219762228,,,,
11.999999999999998,4.216309844518519,-4.216309844518517,,,,
12.099999999999998,4.22761685757485,-4.227616857574853,,,,
12.2,4.239061877378495,-4.239061877378505,,,,
12.299999999999999,4.25031822816021,-4.250318228160225,,,,
12.399999999999999,4.261071902326142,-4.261071902326144,,,,
12.499999999999998,4.271124351198156,-4.271124351198166,,,,
12.599999999999998,4.280475213589404,-4.280475213589395,,,,
12.7,4.289204356578325,-4.2892043565782645,,,,
12.799999999999999,4.297403858545354,-4.297403858545333,,,,
12.899999999999999,4.30512442646686,-4.305124426466895,,,,
12.999999999999998,4.3123547148457035,-4.31235471484573,,,,
13.099999999999998,4.319066563449808,-4.319066563449792,,,,
13.2,4.325230987049009,-4.325230987049009,,,,
13.299999999999999,4.330836769725554,-4.3308367697255346,,,,
13.399999999999999,4.335890143043314,-4.3358901430433745,,,,
13.499999999999998,4.340402328135535,-4.340402328135558,,,,
13.599999999999998,4.344383886508738,-4.3443838865086954,,,,
13.7,4.34783678489589,-4.347836784895911,,,,
13.799999999999999,4.350753783296899,-4.3507537832969,,,,
13.899999999999999,4.353121236925795,-4.353121236925755,,,,
13.999999999999998,4.354928868968482,-4.354928868968471,,,,
14.099999999999998,4.356186368890152,-4.356186368890108,,,,
14.2,4.356938108325899,-4.356938108325985,,,,
14.299999999999999,4.357237141408666,-4.357237141408677,,,,
14.399999999999999,4.357088498576283,-4.357088498576329,,,,
14.499999999999998,4.356363814550215,-4.356363814550201,,,,
14.599999999999998,4.354841091654924,-4.354841091654926,,,,
14.7,4.3522881896091015,-4.352288189609099,,,,
14.799999999999999,4.348815228634604,-4.3488152286346065,,,,
14.899999999999999,4.345049094575121,-4.345049094575121,,,,
14.999999999999998,4.3416657389974755,-4.341665738997461,,,,
15.099999999999998,4.339203446419026,-4.339203446419017,,,,
15.199999999999998,4.337923489953145,-4.3379234899531784,,,,
15.299999999999999,4.338026782202239,-4.338026782202283,,,,
15.399999999999999,4.339445350245527,-4.339445350245516,,,,
15.499999999999998,4.341685589770067,-4.341685589770078,,,,
15.599999999999998,4.344227570297436,-4.3442275702974635,,,,
15.699999999999998,4.346418107631855,-4.346418107631865,,,,
15.799999999999999,4.347674030216432,-4.347674030216464,,,,
15.899999999999999,4.34764756693582,-4.34764756693581,,,,
15.999999999999998,4.345974007021962,-4.345974007021931,,,,
16.099999999999998,4.3422944457983865,-4.342294445798383,,,,
16.2,4.335957304719396,-4.335957304719354,,,,
16.3,4.326184927876742,-4.326184927876753,,,,
16.4,4.313775459660564,-4.313775459660478,,,,
16.5,4.300826466835377,-4.300826466835399,,,,
16.6,4.288550232711503,-4.288550232711459,,,,
16.7,4.27629320471283,-4.276293204712861,,,,
16.8,4.263259036091879,-4.263259036091866,,,,
16.9,4.249173624982934,-4.249173624982924,,,,
17.0,4.2342352647352115,-4.234235264735266,,,,
17.1,4.218631224517592,-4.218631224517554,,,,
17.2,4.202341495267795,-4.202341495267856,,,,
17.3,4.185285618930846,-4.185285618930835,,,,
17.4,4.167434682802969,-4.167434682803023,,,,
17.5,4.148801323642826,-4.148801323642793,,,,
17.6,4.129390828175863,-4.129390828175801,,,,
17.7,4.109190830376126,-4.1091908303761056,,,,
17.8,4.088187310633311,-4.088187310633248,,,,
17.9,4.06637013344649,-4.066370133446448,,,,
18.0,4.04373030390576,-4.0437303039057655,,,,
18.1,4.020263199391798,-4.020263199391899,,,,
18.2,3.9959629158524197,-3.9959629158523695,,,,
18.3,3.9707959702540174,-3.970795970254002,,,,
18.4,3.9447350021880365,-3.9447350021880356,,,,
18.5,3.917871453711848,-3.9178714537118653,,,,
18.6,3.890207338786505,-3.890207338786557,,,,
18.7,3.861247766376222,-3.861247766376244,,,,
18.8,3.8313317203715043,-3.8313317203715394,,,,
18.9,3.8023142314253824,-3.802314231425381,,,,
19.0,3.770078452865798,-3.7700784528658167,,,,
19.1,3.7206704981479293,-3.7206704981480034,,,,
19.2,3.6921435850439708,-3.6921435850439703,,,,
19.3,3.680328161184244,-3.680328161184251,,,,
19.4,3.6720676626111604,-3.6720676626111506,,,,
19.5,3.6637629281815958,-3.663762928181565,,,,
19.6,3.654272932366012,-3.6542729323659726,,,,
19.7,3.6447431979692064,-3.6447431979692104,,,,
19.8,3.636218391354602,-3.6362183913545665,,,,
19.9,3.627769994808791,-3.6277699948087743,,,,
20.0,3.6156294456519067,-3.615629445651905,,,,
20.1,3.582369283743313,-3.5823692837432444,,,,
20.2,3.4785007291752112,-3.478500729175246,,,,
20.3,3.401568993496169,-3.401568993497062,,,,
20.4,3.323382720008365,-3.323382720008394,,,,
20.5,3.243905613901571,-3.243905613901599,,,,
20.6,3.1630082861689144,-3.163008286168821,,,,
20.7,3.0806801099094723,-3.080680109909441,,,,
20.8,2.996917412560344,-2.996917412560299,,,,
20.9,2.9117090062134623,-2.911709006213444,,,,
21.0,2.8250448002705877,-2.8250448002705766,,,,
21.1,2.736913849445223,-2.7369138494453225,,,,
21.2,2.6473043398547804,-2.647304339854791,,,,
21.3,2.556203498749495,-2.5562034987495363,,,,
21.4,2.463599279893862,-2.46359927989383,,,,
21.5,2.3695080453726374,-2.369508045372681,,,,
21.599999999999998,2.2741081816034074,-2.2741081816034385,,,,
21.7,2.1500213583411543,-2.1500213583411782,,,,
21.8,2.1130315375970063,-2.1130315375970206,,,,
21.9,2.083696660712466,-2.0836966607124916,,,,
22.0,2.0532129061662134,-2.053212906166208,,,,
22.099999999999998,2.022181178131293,-2.0221811781313104,,,,
22.2,1.9914361665113398,-1.991436166511327,,,,
22.3,1.9583941500977244,-1.9583941500977444,,,,
22.4,1.6688677575403412,-1.668867757540253,,,,
22.5,1.4064100566903535,-1.406410056690322,,,,
22.599999999999998,1.1402264885720095,-1.1402264885720035,,,,
22.7,0.8701528208482496,-0.870152820848161,,,,
22.8,0.593369572159775,-0.5933695721597029,,,,
22.9,0.34894073091589367,-0.3489407309159144,,,,
23.0,,,,,,
23.099999999999998,,,,,,
23.2,,,,,,
23.3,,,,,,
23.4,,,,,,
23.5,,,,,,
23.599999999999998,,,,,,
23.7,,,,,,
23.8,,,,,,
23.9,,,,,,
24.0,,,,,,
24.099999999999998,,,,,,
24.2,,,,,,
24.3,,,,,,
24.4,,,,,,
24.5,,,,,,
24.599999999999998,,,,,,
24.7,,,,,,
24.8,,,,,,
24.9,,,,,,
25.0,,,,,,
25.099999999999998,,,,,,
25.2,,,,,,
25.3,,,,,,
25.4,,,,,,
25.5,,,,,,
25.599999999999998,,,,,,
25.7,,,,,,
25.8,,,,,,
25.9,,,,,,
26.0,,,,,,
26.099999999999998,,,,,,
26.2,,,,,,
26.3,,,,,,
26.4,,,,,,
26.5,,,,,,
26.599999999999998,,,,,,
26.7,,,,,,
26.8,,,,,,
26.9,,,,,,
27.0,,,,,,
27.099999999999998,,,,,,
27.2,,,,,,
27.3,,,,,,
27.4,,,,,,
27.5,,,,,,
27.599999999999998,,,,,,
27.7,,,,,,
27.8,,,,,,
27.9,,,,,,
28.0,,,,,,
28.099999999999998,,,,,,
28.2,,,,,,
28.3,,,,,,
28.4,,,,,,
28.5,,,,,,
28.599999999999998,,,,,,
28.7,,,,,,
28.8,,,,,,
28.9,,,,,,
29.0,,,,,,
29.099999999999998,,,,,,
29.2,,,,,,
29.3,,,,,,
29.4,,,,,,
29.5,,,,,,
29.599999999999998,,,,,,
29.7,,,,,,
29.8,,,,,,
29.9,,,,,,
30.0,,,,,,
30.099999999999998,,,,,,
30.2,,,,,,
30.299999999999997,,,,,,
30.4,,,,,,
30.5,,,,,,
30.599999999999998,,,,,,
30.7,,,,,,
30.799999999999997,,,,,,
30.9,,,,,,
31.0,,,,,,
31.099999999999998,,,,,,
31.2,,,,,,
31.299999999999997,,,,,,
31.4,,,,,,
31.5,,,,,,
31.599999999999998,,,,,,
31.7,,,,,,
31.799999999999997,,,,,,
31.9,,,,,,
32.0,,,,,,
32.099999999999994,,,,,,
32.199999999999996,,,,,,
32.3,,,,,,
32.4,,,,,,
32.5,,,,,,
32.6,,,,,,
32.699999999999996,,,,,,
32.8,,,,,,
32.9,,,,,,
33.0,,,,,,
33.1,,,,,,
33.199999999999996,,,,,,
33.3,,,,,,
33.4,,,,,,
33.5,,,,,,
33.6,,,,,,
33.699999999999996,,,,,,
33.8,,,,,,
33.9,,,,,,
34.0,,,,,,
34.1,,,,,,
34.199999999999996,,,,,,
34.3,,,,,,
34.4,,,,,,
34.5,,,,,,
34.6,,,,,,
34.699999999999996,,,,,,
34.8,,,,,,
34.9,,,,,,
35.0,,,,,,
35.1,,,,,,
35.199999999999996,,,,,,
35.3,,,,,,
35.4,,,,,,
35.5,,,,,,
35.6,,,,,,
35.699999999999996,,,,,,
35.8,,,,,,
35.9,,,,,,
36.0,,,,,,
36.1,,,,,,
36.199999999999996,,,,,,
36.3,,,,,,
36.4,,,,,,
36.5,,,,,,
36.6,,,,,,
36.699999999999996,,,,,,
36.8,,,,,,
36.9,,,,,,
37.0,,,,,,
37.1,,,,,,
37.199999999999996,,,,,,
37.3,,,,,,
37.4,,,,,,
37.5,,,,,,
37.6,,,,,,
37.699999999999996,,,,,,
37.8,,,,,,
37.9,,,,,,
38.0,,,,,,
38.1,,,,,,
38.199999999999996,,,,,,
38.3,,,,,,
38.4,,,,,,
38.5,,,,,,
38.6,,,,,,
38.699999999999996,,,,,,
38.8,,,,,,
38.9,,,,,,
39.0,,,,,,
39.1,,,,,,
39.199999999999996,,,,,,
39.3,,,,,,
39.4,,,,,,
39.5,,,,,,
39.6,,,,,,
39.699999999999996,,,,,,
39.8,,,,,,
39.9,,,,,,
40.0,,,,,,
40.1,,,,,,
40.199999999999996,,,,,,
40.3,,,,,,
40.4,,,,,,
40.5,,,,,,
40.6,,,,,,
40.699999999999996,,,,,,
40.8,,,,,,
40.9,,,,,,
41.0,,,,,,
41.1,,,,,,
41.199999999999996,,,,,,
41.3,,,,,,
41.4,,,,,,
41.5,,,,,,
41.6,,,,,,
41.699999999999996,,,,,,
41.8,,,,,,
41.9,,,,,,
42.0,,,,,,
42.1,,,,,,
42.199999999999996,,,,,,
42.3,,,,,,
42.4,,,,,,
42.5,,,,,,
42.6,,,,,,
42.699999999999996,,,,,,
42.8,,,,,,
42.9,,,,,,
43.0,,,,,,
43.099999999999994,,,,,,
43.199999999999996,,,,,,
43.3,,,,,,
43.4,,,,,,
43.5,,,,,,
43.599999999999994,,,,,,
43.699999999999996,,,,,,
43.8,,,,,,
43.9,,,,,,
44.0,,,,,,
44.099999999999994,,,,,,
44.199999999999996,,,,,,
44.3,,,,,,
44.4,,,,,,
44.5,,,,,,
44.599999999999994,,,,,,
44.699999999999996,,,,,,
44.8,,,,,,
44.9,,,,,,
45.0,,,,,,
45.099999999999994,,,,,,
45.199999999999996,,,,,,
45.3,,,,,,
45.4,,,,,,
45.5,,,,,,
45.599999999999994,,,,,,
45.699999999999996,,,,,,
45.8,,,,,,
45.9,,,,,,
46.0,,,,,,
46.099999999999994,,,,,,
46.199999999999996,,,,,,
46.3,,,,,,
46.4,,,,,,
46.5,,,,,,
46.599999999999994,,,,,,
46.699999999999996,,,,,,
46.8,,,,,,
46.9,,,,,,
47.0,,,,,,
47.099999999999994,,,,,,
47.199999999999996,,,,,,
47.3,,,,,,
47.4,,,,,,
47.5,,,,,,
47.599999999999994,,,,,,
47.699999999999996,,,,,,
47.8,,,,,,
47.9,,,,,,
48.0,,,,,,
48.099999999999994,,,,,,
48.199999999999996,,,,,,
48.3,,,,,,
48.4,,,,,,
48.5,,,,,,
48.599999999999994,,,,,,
48.699999999999996,,,,,,
48.8,,,,,,
48.9,,,,,,
49.0,,,,,,
49.099999999999994,,,,,,
49.199999999999996,,,,,,
49.3,,,,,,
49.4,,,,,,
49.5,,,,,,
49.599999999999994,,,,,,
49.699999999999996,,,,,,
49.8,,,,,,
49.9,,,,,,
50.0,,,,,,
