0.00001,"5.256120791414051*^-10"
0.000010232929922807536,"5.503834132600454*^-10"
0.000010471285480508985,"5.763221843882684*^-10"
0.00001071519305237607,"6.034834121372272*^-10"
0.000010964781961431852,"6.319247091124515*^-10"
0.00001122018454301963,"6.617064031179219*^-10"
0.000011481536214968817,"6.928916651194218*^-10"
0.000011748975549395302,"7.255466432386283*^-10"
0.000012022644346174132,"7.597406030621368*^-10"
0.00001230268770812381,"7.955460745630712*^-10"
0.000012589254117941661,"8.33039005946871*^-10"
0.000012882495516931348,"8.722989247476221*^-10"
0.000013182567385564074,"9.134091065166054*^-10"
0.000013489628825916533,"9.564567514609246*^-10"
0.000013803842646028839,"1.0015331694068238*^-9"
0.000014125375446227555,"1.048733973480076*^-9"
0.00001445439770745928,"1.0981592829142255*^-9"
0.000014791083881682072,"1.14991393541693*^-9"
0.000015135612484362071,"1.2041077095447738*^-9"
0.000015488166189124828,"1.2608555575583169*^-9"
0.00001584893192461114,"1.3202778492512264*^-9"
0.0000162181009735893,"1.3825006272707778*^-9"
0.000016595869074375598,"1.4476558744711868*^-9"
0.00001698243652461746,"1.5158817938669489*^-9"
0.000017378008287493764,"1.5873231017799343*^-9"
0.00001778279410038923,"1.6621313348021454*^-9"
0.000018197008586099827,"1.7404651712251187*^-9"
0.000018620871366628657,"1.8224907676031*^-9"
0.000019054607179632484,"1.9083821111615515*^-9"
0.000019498445997580456,"1.9983213890184865*^-9"
0.000019952623149688786,"2.0924993744389616*^-9"
0.000020417379446695274,"2.19111583155494*^-9"
0.00002089296130854041,"2.294379939091807*^-9"
0.000021379620895022323,"2.4025107340644338*^-9"
0.00002187761623949552,"2.5157375763841237*^-9"
0.00002238721138568338,"2.6343006353616507*^-9"
0.00002290867652767775,"2.758451399138607*^-9"
0.00002344228815319923,"2.888453208127398*^-9"
0.0000239883291901949,"3.0245818135916185*^-9"
0.000024547089156850286,"3.167125962551398*^-9"
0.000025118864315095822,"3.3163880102545433*^-9"
0.000025703957827688645,"3.4726845615125*^-9"
0.000026302679918953814,"3.6363471422616547*^-9"
0.00002691534803926914,"3.807722902774232*^-9"
0.00002754228703338169,"3.987175354010568*^-9"
0.00002818382931264455,"4.175085138674508*^-9"
0.000028840315031266056,"4.371850838607693*^-9"
0.00002951209226666384,"4.577889820234986*^-9"
0.000030199517204020192,"4.793639119854639*^-9"
0.00003090295432513592,"5.0195563706507506*^-9"
0.000031622776601683795,"5.2561207733947105*^-9"
0.00003235936569296281,"5.503834112894155*^-9"
0.000033113112148259076,"5.76322182234582*^-9"
0.000033884415613920276,"6.034834097849763*^-9"
0.00003467368504525317,"6.319247065448942*^-9"
0.000035481338923357534,"6.617064003169877*^-9"
0.0000363078054770101,"6.928916620656093*^-9"
0.00003715352290971728,"7.2554663991089876*^-9"
0.000038018939632056124,"7.597405994377927*^-9"
0.000038904514499428046,"7.955460706176343*^-9"
0.000039810717055349695,"8.330390016539448*^-9"
0.0000407380277804113,"8.72298920078747*^-9"
0.00004168693834703355,"9.134091014411027*^-9"
0.00004265795188015926,"9.564567459457295*^-9"
0.000043651583224016566,"1.0015331634163045*^-8"
0.00004466835921509635,"1.04873396697584*^-8"
0.000045708818961487516,"1.0981592758549127*^-8"
0.00004677351412871981,"1.1499139277579887*^-8"
0.000047863009232263804,"1.2041077012382233*^-8"
0.00004897788193684466,"1.2608555485524868*^-8"
0.00005011872336272725,"1.320277839490483*^-8"
0.00005128613839913648,"1.3825006166952265*^-8"
0.00005248074602497723,"1.4476558630163549*^-8"
0.000053703179637025325,"1.5158817814634412*^-8"
0.00005495408738576248,"1.5873230883530697*^-8"
0.00005623413251903491,"1.66213132027156*^-8"
0.000057543993733715664,"1.7404651555043443*^-8"
0.00005888436553555884,"1.8224907504662587*^-8"
0.000060255958607435806,"1.908382091823368*^-8"
0.00006165950018614822,"1.9983213672531656*^-8"
0.00006309573444801929,"2.0924993500006786*^-8"
0.00006456542290346549,"2.1911158041762262*^-8"
0.00006606934480075965,"2.2943799084817835*^-8"
0.00006760829753919819,"2.4025106999069203*^-8"
0.00006918309709189363,"2.5157375383355937*^-8"
0.00007079457843841373,"2.634300593049055*^-8"
0.00007244359600749906,"2.758451352156992*^-8"
0.00007413102413009176,"2.8884531560373764*^-8"
0.00007585775750291836,"3.0245817559166216*^-8"
0.00007762471166286911,"3.167125898774722*^-8"
0.00007943282347242822,"3.316387939816189*^-8"
0.00008128305161640995,"3.4726844838057456*^-8"
0.00008317637711026709,"3.636347056629388*^-8"
0.0000851138038202376,"3.807722808504996*^-8"
0.00008709635899560814,"3.9871752503342984*^-8"
0.00008912509381337459,"4.175085024757971*^-8"
0.00009120108393559096,"4.3718507135495554*^-8"
0.00009332543007969905,"4.5778896830605235*^-8"
0.00009549925860214369,"4.793638969510041*^-8"
0.00009772372209558111,"5.019556205997008*^-8"
0.0001,"5.256120593201028*^-8"
0.00010232929922807547,"5.5038339158308855*^-8"
0.00010471285480508996,"5.76322160697683*^-8"
0.00010715193052376059,"6.034833862624267*^-8"
0.00010964781961431851,"6.319246808692789*^-8"
0.0001122018454301963,"6.617063723075992*^-8"
0.0001148153621496883,"6.928916315274414*^-8"
0.0001174897554939529,"7.255466066335453*^-8"
0.00012022644346174131,"7.597405631942937*^-8"
0.0001230268770812381,"7.955460311631986*^-8"
0.00012589254117941674,"8.330389587246092*^-8"
0.00012882495516931337,"8.722988733899125*^-8"
0.00013182567385564074,"9.134090506859893*^-8"
0.00013489628825916533,"9.564566907936842*^-8"
0.00013803842646028852,"1.0015331035110076*^-7"
0.0001412537544622754,"1.0487339019333642*^-7"
0.0001445439770745928,"1.0981592052616617*^-7"
0.00014791083881682073,"1.1499138511684472*^-7"
0.00015135612484362088,"1.2041076181725737*^-7"
0.0001548816618912481,"1.2608554584940234*^-7"
0.00015848931924611142,"1.320277741882875*^-7"
0.00016218100973589298,"1.3825005109395264*^-7"
0.00016595869074375615,"1.4476557484678305*^-7"
0.00016982436524617443,"1.5158816574281405*^-7"
0.00017378008287493763,"1.58732295408418*^-7"
0.00017782794100389227,"1.6621311749654414*^-7"
0.00018197008586099845,"1.740464998296319*^-7"
0.00018620871366628676,"1.8224905790975277*^-7"
0.00019054607179632481,"1.908381898440922*^-7"
0.00019498445997580456,"1.9983211495990133*^-7"
0.00019952623149688788,"2.092499105616595*^-7"
0.00020417379446695296,"2.1911155303874528*^-7"
0.00020892961308540387,"2.2943796023794448*^-7"
0.00021379620895022324,"2.402510358329165*^-7"
0.00021877616239495518,"2.5157371578471557*^-7"
0.000223872113856834,"2.6343001699193374*^-7"
0.00022908676527677723,"2.758450882336418*^-7"
0.00023442288153199226,"2.8884526351319716*^-7"
0.000239883291901949,"3.024581179160587*^-7"
0.0002454708915685031,"3.1671252610009784*^-7"
0.00025118864315095795,"3.316387235424592*^-7"
0.0002570395782768865,"3.472683706729008*^-7"
0.00026302679918953814,"3.636346200296261*^-7"
0.00026915348039269167,"3.807721865800767*^-7"
0.0002754228703338166,"3.987174213558206*^-7"
0.0002818382931264455,"4.1750838855775273*^-7"
0.00028840315031266055,"4.371849462951245*^-7"
0.0002951209226666387,"4.5778883112969315*^-7"
0.0003019951720402016,"4.793637466042863*^-7"
0.0003090295432513592,"5.019554559435947*^-7"
0.00031622776601683794,"5.256118791237872*^-7"
0.00032359365692962843,"5.503831945168832*^-7"
0.0003311311214825911,"5.763219453254394*^-7"
0.00033884415613920273,"6.034831510333551*^-7"
0.0003467368504525317,"6.319244241091555*^-7"
0.0003548133892335753,"6.617060922093297*^-7"
0.0003630780547701014,"6.928913261409068*^-7"
0.0003715352290971724,"7.255462738546979*^-7"
0.00038018939632056124,"7.597402007534364*^-7"
0.0003890451449942805,"7.955456366123972*^-7"
0.00039810717055349735,"8.33038529424162*^-7"
0.0004073802778041126,"8.722984064938205*^-7"
0.0004168693834703355,"9.134085431263452*^-7"
0.00042657951880159257,"9.564561392639036*^-7"
0.0004365158322401661,"1.0015325044478208*^-6"
0.00044668359215096305,"1.04873325149747*^-6"
0.0004570881896148752,"1.0981584993169555*^-6"
0.00046773514128719813,"1.149913085259711*^-6"
0.00047863009232263854,"1.2041067875015197*^-6"
0.0004897788193684461,"1.2608545578935694*^-6"
0.0005011872336272725,"1.3202767657895236*^-6"
0.0005128613839913648,"1.3824994533637095*^-6"
0.0005248074602497728,"1.4476546029620691*^-6"
0.0005370317963702527,"1.5158804170528652*^-6"
0.0005495408738576248,"1.5873216113710351*^-6"
0.0005623413251903491,"1.6621297218778938*^-6"
0.0005754399373371572,"1.7404634261873738*^-6"
0.0005888436553555889,"1.822488865375097*^-6"
0.0006025595860743581,"1.9083799645543957*^-6"
0.0006165950018614823,"1.9983189729647208*^-6"
0.000630957344480193,"2.0924966616481567*^-6"
0.0006456542290346556,"2.1911127923327407*^-6"
0.0006606934480075957,"2.294376541144958*^-6"
0.0006760829753919819,"2.4025069422907956*^-6"
0.0006918309709189362,"2.5157333526463693*^-6"
0.000707945784384138,"2.6342959382436776*^-6"
0.0007244359600749898,"2.7584461836831114*^-6"
0.0007413102413009177,"2.888447425553446*^-6"
0.0007585775750291835,"3.024575410990464*^-6"
0.0007762471166286919,"3.167118882559159*^-6"
