u1,u2
3.233333333333286,0.0
3.213820161073157,-4.8225675785720616e-05
3.155551311266803,-0.00038765382404165084
3.059332853222908,-0.0013191733384321225
2.9264891950651117,-0.0031652525502571006
2.7588378316478286,-0.006286895930168641
2.5586641196749507,-0.01111006151599072
2.328718359267084,-0.01816884831761041
2.0722961390411703,-0.028177417308074153
1.7935689094823772,-0.04214646316554142
1.4985969647155757,-0.061542528749453276
1.1978681152876671,-0.08835329106587028
0.9102397514219278,-0.12446497880489377
0.6611666002071757,-0.1696595459615334
0.46670910203369487,-0.22044369959692264
0.3237978273127357,-0.2725211462296059
0.220617290164126,-0.3230377309983615
0.14635793960707646,-0.3704296417486933
0.09329687071181683,-0.41375692603065767
0.05610654029310616,-0.4523448705764379
0.03097510113593696,-0.4856491603856712
0.015005985964158225,-0.5132140141038882
0.005852331571114755,-0.5346635517639526
0.0014971076013140794,-0.5497038767539771
0.0001173824948106951,-0.5581276706622299
-4.344104228273457e-06,-0.5598182952478307
-0.0005442930195755924,-0.5547522938215966
-0.0031921952953279237,-0.5429999067257728
-0.009709130359169593,-0.5247235394013408
-0.022001709968708816,-0.5001743823855695
-0.04223075816397023,-0.46968784815657505
-0.07298320193365823,-0.4336796508503053
-0.11755518044484961,-0.3926474865210887
-0.1804230245083697,-0.34719190961130864
-0.26798971595631765,-0.29809343668384497
-0.38950559421945885,-0.24653829458386256
-0.5569223773422105,-0.19464377847879172
-0.7794233936106097,-0.14608280614634306
-1.0508547193663322,-0.10518069313422446
-1.3480108699018203,-0.0738840971539275
-1.6476062680877626,-0.0510525919391364
-1.9354059241958608,-0.0345878585457495
-2.203583537484461,-0.022749923445839648
-2.447221553050836,-0.014320696049814778
-2.6626555692650484,-0.008455607436565094
-2.846882377407428,-0.004541929581648375
-2.997386809775776,-0.0021064829544019392
-3.112114888617569,-0.0007599191438987709
-3.189492215461633,-0.0001630836139992018
-3.228450799321848,-6.021128919809007e-06
-3.228450799321848,6.021128919809441e-06
-3.189492215461633,0.00016308361399920007
-3.1121148886175676,0.0007599191438987796
-2.9973868097757768,0.002106482954401929
-2.8468823774074274,0.004541929581648386
-2.662655569265049,0.008455607436565073
-2.447221553050836,0.014320696049814785
-2.203583537484462,0.022749923445839614
-1.9354059241958594,0.03458785854574955
-1.6476062680877634,0.05105259193913632
-1.3480108699018194,0.07388409715392759
-1.0508547193663331,0.10518069313422428
-0.7794233936106092,0.14608280614634317
-0.5569223773422112,0.19464377847879155
-0.38950559421945846,0.24653829458386273
-0.26798971595631815,0.2980934366838448
-0.1804230245083688,0.34719190961130925
-0.1175551804448495,0.39264748652108883
-0.07298320193365823,0.4336796508503053
-0.04223075816397032,0.4696878481565749
-0.022001709968708733,0.5001743823855698
-0.009709130359169538,0.5247235394013408
-0.0031921952953279237,0.5429999067257728
-0.0005442930195755924,0.5547522938215965
-4.344104228271722e-06,0.5598182952478307
0.0001173824948106951,0.5581276706622299
0.0014971076013140655,0.5497038767539771
0.005852331571114686,0.5346635517639527
0.015005985964158225,0.5132140141038882
0.03097510113593696,0.4856491603856712
0.05610654029310602,0.4523448705764381
0.09329687071181708,0.4137569260306574
0.14635793960707663,0.3704296417486932
0.22061729016412585,0.32303773099836164
0.32379782731273526,0.272521146229606
0.466709102033696,0.2204436995969223
0.6611666002071763,0.16965954596153326
0.9102397514219276,0.12446497880489382
1.1978681152876653,0.08835329106587045
1.4985969647155772,0.06154252874945318
1.7935689094823775,0.04214646316554139
2.0722961390411703,0.02817741730807416
2.328718359267082,0.01816884831761046
2.5586641196749516,0.011110061515990692
2.7588378316478286,0.006286895930168637
2.9264891950651117,0.003165252550257104
3.0593328532229096,0.0013191733384321051
3.155551311266803,0.0003876538240416491
3.213820161073157,4.8225675785720616e-05
3.233333333333286,6.77927340424307e-31
