tau1,tau2
3.5823905825476525,0.0
3.5609185373591132,0.22630303243672434
3.4977962999208136,0.44638587361104737
3.3967131338668177,0.6546627969135111
3.263225584078875,0.846690052868432
3.1040152050352696,1.019456903637551
2.926121751506119,1.1714424389829015
2.736269229475645,1.3024698500571426
2.5403855382133957,1.4134325543125599
2.343332708620076,1.50596848835229
2.148824272583074,1.582145791980198
1.9594802298951652,1.6441991382042047
1.7769653400337626,1.6943330294359462
1.602121445196615,1.7345450333591426
1.4330607340898114,1.7639526084663486
1.2635542758728642,1.77441370019587
1.130615870290465,1.8222053286698479
1.002233459555506,1.8705825977382224
0.8741004157722035,1.9140129279234135
0.7456779321220051,1.9518081746940297
0.6168287957628764,1.983734524820027
0.487557954186202,2.0097412599971807
0.35790115857220106,2.029758333830638
0.22792347649414046,2.0436917786098125
0.09772316418787608,2.0514616803256547
-0.03257721419650682,2.053018270173774
-0.16284391954082783,2.0483511331413773
-0.2929469876825715,2.0374910533631256
-0.42277457655475037,2.0205044769220537
-0.5522442730332491,1.9974807460513995
-0.681307963517728,1.968510082096389
-0.809939131899274,1.9336359813790165
-0.9381838632653382,1.8929747852324954
-1.0663199901911629,1.8469204001374397
-1.195701108397043,1.797199204261696
-1.3467800975639792,1.7696483923385191
-1.518033042946825,1.7519035217625643
-1.6885736879894875,1.7155804811613546
-1.8672971204701498,1.6706228711493256
-2.0533821902082594,1.6147976027470883
-2.245572403966677,1.5459635619078422
-2.441746360116625,1.4618812925758258
-2.638750646451255,1.3603705075659587
-2.8322970487587242,1.2395414134396958
-3.0169695810794512,1.0980871251994948
-3.1863953204508437,0.9356100830592043
-3.3336196910203597,0.7529312105399952
-3.4516880626750726,0.5523091490737707
-3.5343845532453733,0.3374928046976234
-3.5770019374426565,0.11354804622238487
-3.5770019374426556,-0.11354804622238557
-3.534384553245373,-0.337492804697624
-3.451688062675066,-0.5523091490737703
-3.33361969102036,-0.7529312105399945
-3.1863953204508193,-0.9356100830591977
-3.01696958107946,-1.0980871251994972
-2.832297048758724,-1.239541413439696
-2.638750646451277,-1.360370507565969
-2.441746360116613,-1.4618812925758191
-2.2455724039666745,-1.5459635619078398
-2.0533821902082137,-1.6147976027470532
-1.8672971204701305,-1.6706228711493076
-1.6885736879894837,-1.7155804811613515
-1.518033042946811,-1.7519035217625474
-1.346780097563978,-1.7696483923385185
-1.1957011083970437,-1.7971992042616958
-1.0663199901911535,-1.8469204001374266
-0.9381838632653379,-1.8929747852324956
-0.8099391318992797,-1.93363598137903
-0.6813079635177285,-1.9685100820963888
-0.5522442730332483,-1.9974807460513997
-0.42277457655475,-2.0205044769220537
-0.2929469876825715,-2.0374910533631256
-0.16284391954082833,-2.048351133141377
-0.03257721419650596,-2.053018270173774
0.0977231641878765,-2.0514616803256547
0.22792347649414,-2.0436917786098125
0.35790115857219906,-2.029758333830632
0.48755795418620246,-2.0097412599971807
0.6168287957628764,-1.983734524820027
0.7456779321220046,-1.95180817469403
0.8741004157722043,-1.9140129279234133
1.0022334595555065,-1.8705825977382222
1.130615870290465,-1.8222053286698479
1.263554275872881,-1.7744137001958946
1.433060734089788,-1.7639526084663184
1.6021214451966168,-1.734545033359144
1.7769653400337626,-1.6943330294359462
1.9594802298951817,-1.6441991382042198
2.1488242725830617,-1.582145791980188
2.343332708620076,-1.5059684883522897
2.5403855382134086,-1.4134325543125676
2.736269229475627,-1.302469850057135
2.9261217515061295,-1.1714424389829046
3.1040152050352696,-1.0194569036375507
3.263225584078875,-0.8466900528684326
3.396713133866819,-0.6546627969135097
3.497796299920814,-0.44638587361104665
3.5609185373591132,-0.2263030324367244
3.5823905825476525,-8.774326320425209e-16
