tau1,tau2
0.06123815770946073,0.0
0.2794099739510392,0.0
10.000226443718248,0.0
0.06107992763213559,0.0038817436285468084
0.27915653024688664,0.017740919556737844
9.942221936995319,0.6318467973630196
0.060607192662873434,0.007734639848679095
0.2783934742325762,0.035528345148554394
9.769058098329252,1.2467191224596192
0.059825757646001274,0.011530469687740408
0.2771124687797972,0.05340905066789288
9.483272868436988,1.8277510332105653
0.0587450968505659,0.01524224662886946
0.2752990972174272,0.07143024629216715
9.089054106656652,2.3582836993052796
0.05737806248662737,0.018844772997390777
0.2729320524196675,0.08963953031281442
8.592047544100655,2.8219005406308724
0.055740494558678765,0.0223151278180146
0.2699820569081973,0.10808451120100217
7.999277827273096,3.2024277606560303
0.05385074916830895,0.02563306871968625
0.26641116548155896,0.12681226942891485
7.319198637298926,3.483953789696346
0.05172917037848979,0.028781337446897648
0.26217141851489023,0.1458682598232146
6.562080573502083,3.6510435786580833
0.049397519096779655,0.031745857892427704
0.2572041466828207,0.16529506823892828
5.747824367067943,3.693902424331828
0.046878377953590046,0.03451581842240308
0.2514387730614502,0.1851304463634114
4.904706391890397,3.6112588068914637
0.044194564833917656,0.03708364305218069
0.244792089842314,0.20540495230180122
4.030210145953682,3.3817478470366664
0.041368574655564,0.03944485626167424
0.23716299491533363,0.22613445889572853
3.18672857364621,3.0385395575996355
0.03842206955550664,0.041597851472929256
0.22843120596751312,0.24731222153172283
2.5966616683982493,2.8112891277611647
0.03537543475168575,0.04354357698977781
0.21846200245193917,0.26890459692947616
2.1376894930022896,2.6312792386063495
0.03224741358816339,0.04528515597574294
0.20710690279558852,0.29084094980546993
1.763062248647078,2.475874497861527
0.029054831099149275,0.046827458771537045
0.19421103026487876,0.3130084969921793
1.4352598625174737,2.313197822734782
0.025812411148513157,0.04817664650857597
0.1796065591804348,0.33522020327635527
1.1366729916215221,2.1215024275773615
0.022532688107600354,0.049339704638754735
0.1631205983394792,0.35718428729558116
0.8855009703074449,1.9389766602042988
0.01922601036814135,0.05032398383643017
0.14459674593506647,0.37848124316496706
0.6832419586982259,1.7883823334910844
0.015900629913627173,0.0511367639492856
0.12392475409426071,0.39854464458420213
0.5177136839340045,1.6649782173698222
0.012562869772609625,0.05178485451668483
0.10107790600571326,0.4166488033466026
0.38006042071742313,1.566630391832317
0.009217359447331121,0.052274243058530505
0.07615628960543218,0.43190378068882845
0.263135833827287,1.492317470474639
0.005867327280569273,0.05260980005287327
0.049442453444919945,0.44332921370773753
0.1607471024165205,1.441350126354527
0.0025149380723429294,0.052795047383900326
0.021437548723255574,0.4500295307806774
0.06731756518244919,1.4131696055105036
-0.0008383360474706831,0.052831995136868766
-0.007162838208000988,0.4514025545162064
-0.02233481904424305,1.407541826083242
