u1,u2
3.2333333255610257,0.0
3.213820151189018,-4.8225735365877397e-05
3.1555513833379014,-0.00038765369559377524
3.0593329585866194,-0.0013191702312165127
2.92649103858422,-0.0031652342831559634
2.75889766387799,-0.006285339515512408
2.5588765340845905,-0.011102348902180502
2.3293533231017616,-0.018138775383561505
2.0742237617782315,-0.028063337836890273
1.7992810031683424,-0.04171976531521898
1.5157663291583572,-0.059898049411600686
1.241391987562862,-0.08274074184242902
0.9999014588526807,-0.10847152789451303
0.8005864379734717,-0.13462263515173245
0.6418776962015733,-0.15899813370604304
0.5155883831115049,-0.18057154074296822
0.4152829048985222,-0.1987713576920291
0.3329223591704825,-0.2139995809646849
0.26699532241101637,-0.2259608984258285
0.21157385740463508,-0.23537294828882646
0.16362045555717325,-0.2427374910024431
0.12295276251180129,-0.24809789473791147
0.08709448524056579,-0.2518851330520798
0.05412217948650618,-0.2543419624253395
0.022894633524286105,-0.2556475672628532
-0.007611818569860622,-0.25590408656323577
-0.03835658170849374,-0.2551300347836726
-0.0703225710256904,-0.2532678426155117
-0.1045812151387588,-0.25016771953443256
-0.14247508057023867,-0.2456471684341925
-0.1866594822632499,-0.23931449195054774
-0.23832827562505282,-0.2309216753486938
-0.2982711291314055,-0.2203538701344415
-0.3721471585184657,-0.20674438239043322
-0.46263162032882404,-0.19009872129064379
-0.5751148818771669,-0.1701805442714114
-0.7162629784755357,-0.1471785094706397
-0.8942447337801711,-0.12173572769668263
-1.1153202878325588,-0.09542535834220175
-1.3760519730756149,-0.07078544413217565
-1.657596912180967,-0.050211113238635315
-1.9387136338316475,-0.03436830127140956
-2.2046555982010188,-0.02269258192938276
-2.4475900374943964,-0.014305263208555442
-2.662768090006304,-0.008452079331970397
-2.8469102109152162,-0.004541366417523573
-2.997384508481397,-0.0021065142427510453
-3.1121152090801605,-0.000759916250773162
-3.1894922118258244,-0.00016308380581154906
-3.228450790955456,-6.021135101656576e-06
-3.228450790955456,6.021135101656576e-06
-3.1894922118258244,0.00016308380581154733
-3.1121152090801596,0.0007599162507731672
-2.997384508481397,0.002106514242751042
-2.8469102109152153,0.004541366417523583
-2.662768090006304,0.008452079331970404
-2.4475900374943973,0.014305263208555422
-2.2046555982010174,0.02269258192938281
-1.9387136338316437,0.034368301271409725
-1.6575969121809715,0.05021111323863503
-1.3760519730756196,0.07078544413217527
-1.1153202878325648,0.09542535834220113
-0.8942447337801682,0.12173572769668309
-0.716262978475541,0.1471785094706389
-0.5751148818771643,0.17018054427141185
-0.46263162032882577,0.19009872129064354
-0.37214715851846586,0.20674438239043313
-0.29827112913140635,0.22035387013444138
-0.2383282756250531,0.23092167534869382
-0.1866594822632498,0.23931449195054771
-0.14247508057023792,0.24564716843419265
-0.10458121513875866,0.25016771953443256
-0.0703225710256904,0.2532678426155117
-0.03835658170849393,0.25513003478367247
-0.007611818569860417,0.2559040865632357
0.022894633524286202,0.2556475672628532
0.05412217948650605,0.2543419624253395
0.08709448524056532,0.2518851330520798
0.12295276251180144,0.24809789473791147
0.16362045555717325,0.2427374910024431
0.21157385740463594,0.23537294828882627
0.2669953224110175,0.22596089842582834
0.33292235917048363,0.21399958096468463
0.4152829048985222,0.1987713576920291
0.5155883831115056,0.1805715407429681
0.6418776962015726,0.15899813370604318
0.8005864379734705,0.13462263515173256
0.9999014588526807,0.10847152789451303
1.2413919875628658,0.08274074184242866
1.5157663291583645,0.05989804941160013
1.79928100316834,0.0417197653152191
2.0742237617782315,0.028063337836890287
2.329353323101758,0.01813877538356163
2.5588765340845945,0.01110234890218037
2.75889766387799,0.0062853395155124045
2.92649103858422,0.003165234283155967
3.059332958586622,0.0013191702312164884
3.155551383337901,0.000387653695593777
3.213820151189018,4.8225735365878264e-05
3.2333333255610257,6.77927340424307e-31
